"","YEAR","ZIP_CHAR","NUM_CRIMES","NUM_ASSAULT","NUM_LARCENY","NUM_BURGLARY","NUM_PROPERTY","NUM_AUTOTHEFT","NUM_AGG_ASSAULT","NUM_MURDER","NUM_TRAFFIC","NUM_FRAUD","NUM_ROBBERY","NUM_DRUGS","NUM_WEAPONS","NUM_ESCAPE","NUM_OBSTRUCT","NUM_CONDUCT","NUM_VIOLENT","NUM_WHITECOLLAR","NUM_SUBSTANCE","NUM_YOUTH"
"274",2015,48204,4577,745,424,311,1537,252,374,0,227,224,112,147,51,44,64,20,1143,245,170,2010
"275",2016,48204,4003,710,389,248,1369,256,339,0,159,172,94,136,62,38,57,25,1061,182,154,1808
"276",2017,48204,192,26,27,24,120,27,21,0,0,6,9,4,5,0,1,0,49,6,4,87
"277",2009,48205,14205,1493,1154,1546,5730,1204,886,1000,1067,285,582,497,180,143,101,166,3442,314,847,5856
"278",2010,48205,12702,1540,957,1518,5182,1033,889,1076,834,266,452,326,206,153,111,120,3561,294,575,5115
"279",2011,48205,11184,1373,864,1444,4509,835,746,898,802,300,346,299,205,132,94,97,3076,326,458,4496
"280",2012,48205,10719,1337,965,1274,4588,967,745,907,580,416,371,309,160,87,86,120,3039,427,406,4361
"281",2013,48205,9607,1256,873,1030,3884,828,711,416,499,402,330,320,214,79,84,56,2425,416,387,3836
"282",2014,48205,9299,1322,711,959,3522,667,763,0,503,369,363,342,166,87,112,56,2128,395,383,3737
"283",2015,48205,9201,1251,726,680,3095,576,771,0,496,325,306,354,167,71,117,74,2066,356,391,3672
"284",2016,48205,8663,1136,747,697,3051,517,793,0,413,249,260,279,171,37,117,38,1968,276,321,3394
"285",2017,48205,454,35,48,79,269,50,47,0,0,15,35,22,12,0,0,1,86,15,27,165
"286",2009,48206,4431,616,396,454,1775,318,334,448,262,103,181,207,64,73,49,64,1417,113,262,1992
"287",2010,48206,3788,543,362,410,1568,262,278,377,200,132,150,120,46,48,36,54,1215,142,150,1672
"288",2011,48206,3434,432,344,432,1477,220,263,352,219,98,144,64,40,38,35,19,1055,112,91,1427
"289",2012,48206,3608,515,366,295,1450,315,254,355,139,191,108,75,33,37,28,33,1139,201,89,1500
"290",2013,48206,3293,470,339,304,1357,229,193,90,147,141,133,86,29,39,55,17,767,147,99,1404
"291",2014,48206,2999,480,306,217,1140,218,203,0,142,127,118,66,23,27,38,17,695,132,74,1296
"292",2015,48206,2987,483,305,203,1051,189,215,0,138,168,74,67,27,16,33,36,711,181,77,1312
"293",2016,48206,2683,456,279,204,1004,198,171,0,102,122,60,69,44,19,24,25,636,130,75,1197
"294",2017,48206,131,22,20,6,74,20,18,0,0,4,3,0,2,0,0,0,43,4,2,67
"295",2009,48207,4823,468,988,382,2528,529,213,465,174,126,159,75,35,32,35,55,1165,138,169,2318
"296",2010,48207,4854,449,1146,322,2664,524,203,443,218,108,147,78,37,32,31,42,1113,121,115,2480
"297",2011,48207,4637,423,1148,256,2453,437,210,406,218,116,150,65,22,47,33,35,1052,129,102,2382
"298",2012,48207,4575,419,1096,204,2347,439,158,363,180,186,143,90,21,31,31,24,950,197,126,2313
"299",2013,48207,4086,370,1150,182,2156,335,166,150,97,175,129,84,15,33,23,18,695,178,95,2088
"300",2014,48207,3515,350,810,110,1632,290,174,0,93,164,90,53,19,21,49,38,533,171,67,1686
"301",2015,48207,3383,356,819,115,1570,227,133,0,115,127,80,39,19,20,47,21,499,139,52,1697
"302",2016,48207,3477,403,785,83,1541,258,142,0,82,136,78,58,25,15,36,37,547,144,72,1726
"303",2017,48207,219,20,67,18,161,24,12,0,0,12,11,2,2,0,0,2,36,12,3,134
"304",2009,48208,2911,337,398,205,1296,265,205,333,137,47,129,98,22,43,23,23,885,54,131,1324
"305",2010,48208,3055,349,403,265,1449,302,180,360,107,47,149,73,20,43,18,28,898,53,95,1295
"306",2011,48208,2786,341,372,205,1199,244,205,312,132,56,124,40,21,69,29,12,873,63,66,1162
"307",2012,48208,2905,339,398,193,1202,255,167,381,151,78,113,55,16,65,21,26,902,84,67,1220
"308",2013,48208,2825,310,369,203,1129,204,144,178,173,109,134,41,9,89,33,18,643,113,64,1159
"309",2014,48208,2551,311,297,133,920,166,160,0,172,85,92,46,10,63,41,17,480,98,73,1092
"310",2015,48208,2616,311,351,131,927,142,138,0,142,75,67,57,28,53,22,22,462,86,82,1135
"311",2016,48208,2481,321,307,102,846,144,123,0,140,62,60,58,19,12,30,22,451,68,98,1116
"312",2017,48208,77,12,9,7,38,7,7,0,0,1,7,5,1,0,0,1,20,1,15,45
"313",2009,48209,6498,706,651,930,3166,661,405,673,179,90,255,161,39,112,80,48,1811,100,218,2423
"314",2010,48209,6066,765,735,764,2929,527,377,632,186,79,233,113,54,103,70,57,1786,86,152,2469
"315",2011,48209,5442,671,664,582,2566,490,380,594,204,83,205,60,39,93,53,34,1662,90,108,2235
"316",2012,48209,4858,705,579,423,2078,361,336,516,138,120,208,73,36,90,55,26,1573,128,121,2027
"317",2013,48209,4735,648,625,419,1926,320,329,146,138,133,151,69,29,77,65,19,1146,139,85,1892
"318",2014,48209,4654,621,541,361,1871,395,304,0,177,131,165,78,41,69,92,16,938,145,98,1817
"319",2015,48209,4497,668,528,237,1583,221,285,0,172,91,141,89,24,55,86,25,964,104,111,1959
"320",2016,48209,4154,631,484,245,1467,184,254,0,136,94,126,107,42,21,87,21,899,109,124,1819
"321",2017,48209,216,36,39,26,129,22,19,0,0,8,11,4,2,0,0,1,58,10,6,115
"322",2009,48210,5390,618,497,846,2591,495,376,453,183,80,227,177,61,81,57,32,1476,95,236,1999
"323",2010,48210,5324,589,506,709,2498,422,354,482,193,90,220,144,63,98,42,55,1452,102,206,2092
"324",2011,48210,4850,545,534,470,2127,416,391,452,210,88,206,131,65,114,56,19,1410,98,188,1940
"325",2012,48210,4495,511,412,422,1861,411,315,457,174,109,209,159,66,86,38,24,1315,122,201,1685
"326",2013,48210,4308,526,467,352,1651,350,288,151,167,116,153,143,58,86,68,15,985,121,170,1647
"327",2014,48210,3889,494,380,282,1503,357,262,0,191,83,128,116,32,65,71,9,776,90,127,1526
"328",2015,48210,4034,540,430,213,1373,238,279,0,152,106,108,133,39,45,57,18,833,120,143,1790
"329",2016,48210,3551,549,321,210,1084,175,228,0,110,94,116,100,36,28,63,15,796,102,113,1591
"330",2017,48210,196,33,22,37,109,18,15,0,0,12,8,6,2,0,0,1,57,14,6,84
"331",2009,48211,2378,266,288,215,986,199,154,216,117,35,70,88,22,22,21,15,643,44,117,1006
"332",2010,48211,2102,252,221,168,818,143,137,237,130,37,76,38,12,31,35,18,635,45,57,874
"333",2011,48211,2033,214,283,134,812,152,123,222,137,40,61,55,17,34,15,14,572,46,67,878
"334",2012,48211,1910,224,218,119,739,153,110,172,109,90,60,50,11,28,17,6,513,95,65,796
"335",2013,48211,1729,203,223,116,662,131,110,82,107,59,45,59,22,20,12,5,399,60,70,754
"336",2014,48211,1655,201,174,102,535,98,116,0,191,79,39,33,14,14,22,8,324,83,38,730
"337",2015,48211,1536,187,162,78,477,76,95,0,165,54,45,33,10,10,19,13,289,59,38,676
"338",2016,48211,1644,187,215,97,539,71,109,0,122,26,22,69,13,9,32,14,301,32,81,771
"339",2017,48211,79,9,15,13,49,9,5,0,0,4,1,1,0,0,1,0,17,4,2,40
"340",2009,48212,3391,363,251,567,1515,237,214,291,192,56,92,110,37,22,29,29,890,60,169,1340
"341",2010,48212,2921,333,270,413,1277,184,198,294,167,50,104,65,20,30,41,20,832,55,92,1164
"342",2011,48212,2723,320,237,335,1081,174,178,250,220,64,83,124,35,26,30,15,757,71,155,1187
"343",2012,48212,2394,289,183,212,878,195,142,218,159,76,88,159,29,19,29,16,664,79,182,1020
"344",2013,48212,2346,300,210,172,869,199,151,101,148,83,90,96,23,26,24,9,561,88,99,954
"345",2014,48212,2307,259,203,185,746,122,139,0,265,62,62,72,23,43,55,16,408,69,77,994
"346",2015,48212,2298,246,169,208,730,92,147,0,372,88,53,53,18,19,21,11,401,99,57,1056
"347",2016,48212,2469,313,170,251,795,106,150,0,487,60,57,28,13,28,23,11,469,68,39,1233
"348",2017,48212,111,15,22,22,74,13,4,0,0,4,0,4,3,0,0,0,19,4,4,55
"349",2009,48213,9012,1058,739,812,3415,743,592,767,744,206,339,329,86,82,92,123,2452,233,495,3882
"350",2010,48213,7953,876,632,768,3088,712,539,775,573,159,253,238,112,104,86,91,2223,177,325,3150
"351",2011,48213,6522,801,505,616,2414,466,458,684,516,198,224,211,81,76,60,56,1975,208,271,2695
"352",2012,48213,6099,781,494,498,2274,545,430,572,391,266,168,213,90,54,53,54,1817,277,253,2500
"353",2013,48213,5635,632,568,451,2219,580,378,271,329,258,171,162,94,47,63,36,1303,272,187,2174
"354",2014,48213,5302,701,438,394,1860,407,399,0,322,244,176,158,67,53,83,26,1133,261,173,2076
"355",2015,48213,5076,637,446,329,1638,298,400,0,303,180,136,216,61,39,94,28,1060,189,232,2077
"356",2016,48213,4760,622,365,284,1472,286,422,0,190,153,111,166,68,26,92,26,1069,164,189,1794
"357",2017,48213,249,24,38,33,146,32,25,0,0,18,12,17,7,0,1,0,49,18,19,110
"358",2009,48214,4170,542,535,396,1853,363,299,327,200,87,155,138,59,32,30,61,1198,95,174,1902
"359",2010,48214,4120,536,550,387,1821,344,278,384,177,79,139,90,42,36,37,46,1211,91,120,1803
"360",2011,48214,3534,457,424,296,1486,316,220,321,164,108,111,81,35,39,31,16,1007,118,103,1487
"361",2012,48214,3370,425,429,310,1467,300,215,310,121,118,117,91,36,21,26,26,963,127,98,1411
"362",2013,48214,3285,427,460,293,1481,347,190,128,116,141,112,52,42,30,23,20,761,148,63,1357
"363",2014,48214,2851,352,323,166,1095,293,201,0,123,151,84,70,21,21,41,17,559,156,84,1130
"364",2015,48214,2914,407,400,171,1130,221,194,0,101,137,77,61,14,17,45,22,608,150,69,1255
"365",2016,48214,2905,392,418,165,1162,239,209,0,93,85,69,57,38,12,34,21,605,90,62,1252
"366",2017,48214,182,28,24,20,106,24,11,0,0,10,14,7,4,0,0,0,40,10,13,90
"367",2009,48215,2887,342,374,340,1266,219,186,256,175,83,79,72,17,27,15,32,796,89,127,1288
"368",2010,48215,2584,301,349,275,1146,220,192,215,141,65,72,60,24,27,20,27,717,72,101,1128
"369",2011,48215,2116,279,268,220,888,136,160,202,121,71,67,39,23,15,9,17,652,83,60,924
"370",2012,48215,2247,297,347,263,1077,143,191,191,49,94,94,35,20,13,14,16,689,100,44,966
"371",2013,48215,2141,243,470,172,1076,169,127,65,66,88,73,32,31,12,24,7,446,93,38,1007
"372",2014,48215,1908,259,259,139,759,123,155,0,101,102,73,27,25,12,32,5,425,110,34,815
"373",2015,48215,1967,275,312,136,786,100,141,0,101,77,66,65,24,14,30,19,420,84,67,931
"374",2016,48215,2058,283,268,143,749,127,134,0,95,71,45,35,15,7,50,16,422,77,39,854
"375",2017,48215,104,15,26,18,72,12,6,0,0,4,1,3,1,0,0,0,21,4,3,57
"376",2009,48216,1850,164,316,154,922,200,112,166,75,43,60,29,13,57,22,15,448,48,48,797
"377",2010,48216,1677,151,344,125,927,204,68,162,61,23,47,16,6,31,14,14,383,27,31,804
"378",2011,48216,1648,159,402,99,924,181,71,182,52,24,39,14,8,21,8,7,417,28,25,852
"379",2012,48216,1652,157,455,58,939,192,74,155,34,39,34,10,3,15,6,4,393,43,18,866
"380",2013,48216,1680,148,497,69,989,192,69,73,34,46,48,7,4,5,9,7,294,47,13,876
"381",2014,48216,1677,163,478,57,939,194,69,0,40,37,41,9,7,9,6,16,234,40,19,886
"382",2015,48216,1496,130,384,38,767,124,48,0,30,38,39,11,7,7,10,16,181,48,17,754
"383",2016,48216,1364,122,379,40,663,89,39,0,25,37,25,9,3,4,14,7,164,42,20,681
"384",2017,48216,61,4,17,9,45,9,3,0,0,2,0,4,0,0,0,1,7,2,4,36
"385",2009,48217,1364,154,99,138,531,100,92,133,45,26,56,85,18,33,16,7,387,32,92,531
"386",2010,48217,1276,181,123,89,481,70,85,127,38,26,53,67,17,17,11,7,400,27,73,557
"387",2011,48217,1242,144,106,139,498,80,82,129,44,27,52,63,20,26,14,8,361,34,68,482
"388",2012,48217,1315,160,114,142,552,100,87,136,36,37,56,25,9,23,7,5,384,40,30,484
"389",2013,48217,1027,115,90,83,404,84,72,36,40,47,31,9,7,10,15,3,230,49,10,368
"390",2014,48217,966,131,82,44,304,60,72,0,37,42,25,24,10,14,22,4,207,44,26,370
"391",2015,48217,871,134,71,38,262,48,52,0,18,33,13,21,2,7,15,6,189,34,23,338
"392",2016,48217,859,138,69,36,265,45,53,0,35,24,15,16,10,3,21,2,195,26,19,363
"393",2017,48217,48,9,5,10,33,6,1,0,0,3,0,1,0,0,0,0,10,3,1,25
"394",2009,48218,17,2,2,0,6,1,0,4,0,0,1,1,0,0,1,0,6,0,2,8
"395",2010,48218,38,3,2,4,15,0,1,7,1,3,1,3,0,0,0,0,11,3,3,16
"396",2011,48218,18,2,1,5,9,0,0,0,0,2,1,0,0,1,0,0,2,2,0,5
"397",2012,48218,22,2,1,1,7,3,1,1,1,0,0,5,1,2,0,0,4,0,5,11
"398",2013,48218,17,3,0,2,6,3,0,1,0,0,1,0,0,1,0,0,4,0,0,3
"399",2014,48218,25,4,0,2,10,3,3,0,1,0,1,0,0,0,0,0,7,0,0,9
"400",2015,48218,14,1,2,0,3,0,0,0,2,0,1,0,0,0,1,0,1,0,1,6
"401",2016,48218,13,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3
"402",2017,48218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"403",2009,48219,10007,1221,1045,1552,4864,905,605,827,472,235,331,268,127,129,79,163,2682,261,351,4218
"404",2010,48219,9227,1178,1035,1318,4330,750,580,854,401,232,285,249,152,108,78,92,2650,247,354,3957
"405",2011,48219,8399,1070,785,1274,3974,809,586,811,315,239,290,218,116,76,54,64,2497,253,282,3308
"406",2012,48219,9114,1108,970,1201,4146,823,579,788,313,458,287,219,102,55,56,74,2512,475,295,3593
"407",2013,48219,8723,1130,1014,945,3929,807,546,201,238,385,352,192,135,41,80,71,1920,398,232,3463
"408",2014,48219,8628,1214,859,743,3348,769,593,1,447,469,231,231,115,51,79,52,1846,489,263,3567
"409",2015,48219,8563,1197,917,709,3103,561,580,0,399,464,186,238,103,29,85,49,1809,479,296,3598
"410",2016,48219,8197,1273,793,623,2999,675,508,0,391,337,148,155,173,31,77,66,1814,351,187,3512
"411",2017,48219,417,64,59,61,236,52,41,0,0,22,10,16,20,0,4,0,107,24,18,193
"412",2009,48220,54,3,5,5,27,6,1,12,1,0,7,2,0,0,0,1,16,0,2,16
"413",2010,48220,84,5,10,9,39,5,7,13,7,1,9,3,2,0,0,2,25,1,3,33
"414",2011,48220,84,7,12,5,34,6,4,12,7,3,6,1,1,3,1,3,23,4,1,33
"415",2012,48220,60,7,13,4,28,6,4,5,2,2,2,0,0,2,1,0,16,2,3,28
"416",2013,48220,93,3,23,2,36,0,5,4,6,6,6,2,1,1,1,0,12,8,3,41
"417",2014,48220,172,11,40,1,56,1,3,0,8,30,4,4,3,1,3,2,15,33,5,75
"418",2015,48220,195,14,61,2,78,5,3,0,5,33,3,1,0,0,2,1,17,35,3,93
"419",2016,48220,281,14,105,6,129,5,3,0,7,29,4,2,2,0,0,2,17,34,4,143
"420",2017,48220,17,0,7,0,8,0,1,0,0,5,0,1,0,0,0,0,1,6,1,9
"421",2009,48221,7382,783,1033,1010,3677,634,349,777,434,302,311,167,71,57,56,63,1931,328,206,3196
"422",2010,48221,6852,809,954,896,3267,504,366,757,384,311,267,133,44,57,56,50,1944,336,178,2998
"423",2011,48221,6716,783,776,846,3148,510,386,726,345,335,277,105,55,71,43,47,1915,364,130,2796
"424",2012,48221,7103,876,787,836,3237,605,409,671,279,441,295,109,56,49,62,46,1975,458,137,2825
"425",2013,48221,6959,847,943,703,3241,681,382,126,231,478,265,82,49,53,59,43,1383,482,95,2802
"426",2014,48221,6183,805,785,492,2616,637,399,0,207,450,178,102,52,45,59,27,1229,462,130,2482
"427",2015,48221,6388,880,853,439,2588,504,434,0,195,443,152,68,50,19,50,40,1334,456,101,2703
"428",2016,48221,5813,774,652,386,2353,618,388,0,206,322,134,55,51,17,52,34,1176,342,81,2275
"429",2017,48221,277,38,36,51,170,48,31,0,0,22,7,2,3,0,0,2,71,22,4,107
"430",2009,48223,5326,615,498,802,2510,435,328,473,345,132,215,147,57,66,47,57,1447,145,207,2219
"431",2010,48223,4937,562,513,612,2236,437,296,494,296,131,191,153,81,86,40,37,1372,148,215,2070
"432",2011,48223,4521,540,474,638,2143,426,310,438,215,119,157,118,51,42,27,27,1298,132,161,1833
"433",2012,48223,4506,542,487,513,1986,411,256,462,168,218,157,103,49,23,35,28,1281,225,129,1749
"434",2013,48223,4512,582,501,496,2068,427,254,93,152,224,195,75,60,20,31,23,961,231,92,1773
"435",2014,48223,4287,550,486,416,1775,355,274,2,198,208,135,100,56,29,33,26,848,218,117,1760
"436",2015,48223,3989,529,434,323,1461,254,223,0,187,221,105,78,43,22,42,26,773,226,99,1699
"437",2016,48223,3990,585,357,289,1449,309,241,0,192,176,97,74,63,17,36,25,838,185,87,1710
"438",2017,48223,233,30,34,39,152,43,18,0,0,9,7,7,5,0,1,1,51,9,7,99
"439",2009,48224,9544,1055,981,1371,4717,1091,588,720,454,234,364,150,82,64,53,99,2400,257,290,3708
"440",2010,48224,9134,1141,857,1257,4244,1008,623,721,403,236,254,148,95,68,63,90,2518,250,244,3556
"441",2011,48224,8313,1084,769,1241,3859,740,553,703,418,251,236,155,105,62,67,48,2360,266,226,3325
"442",2012,48224,8776,1110,775,1211,4150,956,605,712,296,385,244,155,139,33,56,71,2463,396,206,3364
"443",2013,48224,8442,1032,790,1124,3860,976,569,322,293,356,237,158,169,43,61,68,1961,369,183,3073
"444",2014,48224,7774,1089,651,938,3285,698,653,0,300,394,242,195,123,59,87,57,1771,409,214,3045
"445",2015,48224,7310,1113,657,735,2803,532,615,0,256,296,194,170,107,44,74,72,1767,320,185,3079
"446",2016,48224,7435,1032,640,850,2953,531,656,0,218,230,161,134,129,25,76,54,1711,256,164,2926
"447",2017,48224,399,41,57,60,236,50,59,0,0,13,13,14,13,0,1,0,102,14,21,169
"448",2009,48225,455,54,30,40,179,46,24,44,30,13,23,6,4,2,1,15,125,13,18,187
"449",2010,48225,424,57,33,40,146,25,26,37,21,10,19,6,3,4,4,17,121,11,18,179
"450",2011,48225,402,44,26,35,150,33,21,42,37,13,21,8,4,5,3,3,110,14,19,161
"451",2012,48225,336,36,24,39,146,36,15,34,15,13,21,11,3,3,3,0,86,13,15,117
"452",2013,48225,304,33,25,16,104,32,22,13,24,16,8,6,5,2,2,5,71,18,8,116
"453",2014,48225,291,33,23,29,112,23,26,0,22,10,12,4,0,4,1,2,59,11,10,116
"454",2015,48225,302,28,29,27,106,17,22,0,22,10,10,10,4,7,3,2,50,11,13,121
"455",2016,48225,295,36,13,25,94,22,22,0,24,8,10,4,4,0,4,1,58,8,5,114
"456",2017,48225,15,4,1,1,8,2,3,0,0,0,2,0,0,0,0,0,7,0,0,7
"457",2009,48226,4889,420,1344,130,2377,400,146,571,357,94,125,65,24,142,42,117,1141,111,146,2780
"458",2010,48226,4290,363,1136,116,2339,554,143,481,166,102,117,69,23,64,33,75,997,123,117,2293
"459",2011,48226,4373,367,1286,105,2413,524,128,538,181,92,108,22,28,40,44,44,1042,100,62,2353
"460",2012,48226,4098,367,1177,66,2137,384,140,527,221,119,110,25,16,44,23,28,1040,128,51,2259
"461",2013,48226,3554,348,999,48,1706,261,100,208,230,171,143,37,9,27,34,30,660,181,50,1921
"462",2014,48226,3359,315,914,47,1538,246,100,0,291,105,94,36,19,32,37,40,419,114,53,1865
"463",2015,48226,3380,355,894,31,1429,162,99,0,250,107,76,41,11,35,41,38,458,126,75,1892
"464",2016,48226,3400,401,868,38,1371,185,85,0,184,114,65,44,22,16,23,48,490,129,73,1813
"465",2017,48226,175,21,74,1,108,8,6,0,0,10,11,3,1,0,0,0,29,10,21,132
"466",2009,48227,10054,1257,957,1298,4384,776,769,981,593,238,424,251,144,181,78,104,3041,268,375,4169
"467",2010,48227,9551,1226,915,1105,4047,689,716,1007,590,240,392,228,152,170,89,94,3001,263,383,4081
"468",2011,48227,8956,1039,772,1196,3915,681,611,966,509,256,392,214,163,196,71,57,2657,278,298,3508
"469",2012,48227,8901,1105,798,992,3655,663,556,1027,393,374,408,179,141,138,71,53,2736,401,264,3386
"470",2013,48227,8491,1041,853,781,3339,684,557,270,398,400,353,151,170,87,92,55,1914,417,240,3222
"471",2014,48227,7444,1108,674,624,2721,538,618,0,313,374,270,201,124,95,79,35,1766,386,264,2986
"472",2015,48227,8215,1161,830,594,2847,475,682,0,564,359,228,241,114,67,76,51,1887,382,302,3626
"473",2016,48227,7530,1099,740,491,2649,506,580,0,375,296,163,239,145,63,96,70,1705,304,279,3346
"474",2017,48227,426,63,70,37,253,56,46,0,0,24,14,13,9,0,3,1,110,25,21,227
"475",2009,48228,12658,1625,939,1932,5506,991,876,1231,991,287,436,307,117,247,90,132,3787,331,412,5253
"476",2010,48228,11710,1602,1005,1646,5043,795,739,1199,798,241,364,311,116,224,83,132,3573,276,431,5103
"477",2011,48228,10895,1353,894,1691,4832,832,678,1218,674,296,309,206,126,171,89,96,3282,318,288,4356
"478",2012,48228,11651,1563,1053,1513,4844,838,744,1170,737,479,392,272,143,124,77,92,3517,506,338,4801
"479",2013,48228,10963,1609,1115,1127,4333,807,727,295,660,479,382,179,128,138,91,45,2663,497,224,4546
"480",2014,48228,10453,1733,883,1015,3787,679,697,0,586,465,290,220,132,128,126,55,2479,485,262,4397
"481",2015,48228,10672,1792,939,847,3499,513,700,0,804,423,285,366,113,64,103,63,2536,451,408,4910
"482",2016,48228,10116,1693,843,764,3278,546,717,0,762,379,208,263,137,79,144,90,2436,395,300,4610
"483",2017,48228,530,94,53,61,262,47,73,0,0,26,13,26,15,0,2,2,172,30,28,259
"484",2009,48229,137,10,15,9,65,18,6,10,9,8,10,3,3,1,0,0,26,8,6,52
"485",2010,48229,152,9,29,5,70,9,8,16,4,4,12,6,2,3,3,0,34,4,9,63
"486",2011,48229,91,9,14,4,39,8,4,14,4,0,6,6,0,1,0,0,27,1,6,40
"487",2012,48229,107,6,16,5,49,8,5,11,6,2,13,7,0,2,1,1,24,2,9,48
"488",2013,48229,56,4,14,3,30,7,3,2,1,1,4,0,1,1,0,0,9,2,0,21
"489",2014,48229,57,8,2,3,13,2,6,0,2,3,0,1,0,0,0,0,14,3,1,19
"490",2015,48229,74,4,5,5,21,3,2,0,9,2,1,1,1,1,3,0,7,2,1,27
"491",2016,48229,70,2,15,5,32,3,4,0,5,4,3,3,0,0,1,1,6,4,3,32
"492",2017,48229,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"493",2009,48230,154,19,22,11,67,8,17,10,4,5,10,5,2,2,1,1,46,5,8,69
"494",2010,48230,169,24,14,20,69,11,19,12,5,3,4,3,1,0,0,0,55,4,9,69
"495",2011,48230,156,29,16,13,63,12,10,15,6,9,3,4,1,2,0,0,54,10,5,76
"496",2012,48230,140,27,12,9,55,13,11,21,1,5,6,2,0,0,1,3,61,5,5,62
"497",2013,48230,166,21,21,7,70,16,12,6,6,10,8,3,3,1,3,1,40,10,4,68
"498",2014,48230,172,22,28,12,82,12,16,0,6,4,6,1,2,0,0,2,38,5,4,86
"499",2015,48230,188,16,37,12,88,5,22,0,7,6,6,3,1,1,2,1,41,6,3,90
"500",2016,48230,218,23,25,18,83,14,12,0,15,5,7,3,2,3,5,4,35,6,5,89
"501",2017,48230,5,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2
"502",2009,48234,9722,1045,979,1001,4104,754,532,929,832,189,311,166,107,82,76,102,2543,233,328,4285
"503",2010,48234,9551,1112,920,1043,3886,645,561,968,801,207,289,180,109,90,109,103,2660,248,301,4194
"504",2011,48234,9058,995,741,954,3412,639,505,886,933,243,275,245,114,107,82,58,2414,269,361,3883
"505",2012,48234,8542,1009,704,835,3231,666,523,796,682,329,274,243,102,98,84,78,2360,351,314,3521
"506",2013,48234,7546,932,765,644,2960,652,439,304,472,366,203,194,90,47,92,51,1710,382,212,3107
"507",2014,48234,7017,893,649,574,2489,431,476,0,536,338,200,145,107,40,60,33,1391,354,161,2895
"508",2015,48234,6805,910,677,531,2403,362,499,0,482,293,157,150,74,34,68,65,1433,311,172,2944
"509",2016,48234,6600,965,626,520,2345,394,520,0,426,245,161,109,102,17,71,31,1499,264,128,2791
"510",2017,48234,363,52,62,61,220,38,35,0,0,14,18,16,8,0,0,0,92,15,18,172
"511",2009,48235,10386,1111,1330,1477,5135,938,595,988,500,305,405,261,134,89,86,89,2723,349,347,4318
"512",2010,48235,10447,1261,1241,1308,4893,892,675,1041,412,352,407,285,155,98,87,83,3012,382,371,4366
"513",2011,48235,10088,1204,1134,1418,4900,885,616,999,386,355,452,207,124,97,66,59,2861,376,264,4023
"514",2012,48235,10664,1287,1131,1305,4979,1022,634,981,329,548,511,198,130,72,80,66,2942,566,273,4080
"515",2013,48235,10295,1260,1243,1119,4731,1020,626,248,277,522,460,168,136,56,93,36,2160,539,202,3895
"516",2014,48235,9684,1318,1068,910,4000,890,676,0,352,592,295,182,120,71,80,42,2016,607,232,3840
"517",2015,48235,10451,1363,1251,979,4310,766,717,0,407,514,270,190,126,49,87,52,2126,541,235,4328
"518",2016,48235,9745,1433,985,722,3889,958,697,0,333,443,206,192,145,28,105,51,2168,461,229,4074
"519",2017,48235,517,72,68,92,317,68,52,0,0,32,25,11,10,0,2,0,127,32,15,220
"520",2009,48236,1048,104,161,104,502,100,61,91,50,32,52,18,5,5,5,9,257,35,47,452
"521",2010,48236,988,95,137,82,439,99,64,94,56,25,39,22,12,6,18,10,254,26,32,409
"522",2011,48236,955,83,186,92,495,87,49,101,46,18,36,12,12,1,3,5,236,21,19,427
"523",2012,48236,979,114,172,96,499,98,52,98,31,28,45,7,10,7,4,5,267,30,21,431
"524",2013,48236,929,99,189,79,446,68,67,63,28,21,46,10,16,6,1,3,234,22,16,399
"525",2014,48236,862,107,167,59,384,52,71,0,27,26,35,9,11,7,10,4,178,31,16,391
"526",2015,48236,838,90,131,64,326,54,77,0,35,26,25,20,11,8,9,6,168,30,23,333
"527",2016,48236,877,127,131,76,347,51,59,0,34,19,24,12,8,8,8,11,188,21,18,386
"528",2017,48236,59,12,12,9,34,2,9,0,0,0,3,1,1,0,0,0,22,0,1,34
"529",2009,48237,47,5,3,6,18,2,3,8,3,2,4,0,0,1,0,0,16,2,3,17
"530",2010,48237,59,4,7,6,26,1,2,11,6,0,8,1,0,4,0,1,17,0,1,23
"531",2011,48237,61,4,3,11,31,4,4,10,6,2,4,0,0,0,0,0,18,2,0,22
"532",2012,48237,48,5,3,1,19,7,5,5,6,2,5,1,0,1,0,1,15,2,1,19
"533",2013,48237,42,1,6,2,16,2,4,1,9,2,4,1,0,3,0,0,6,2,2,20
"534",2014,48237,49,3,2,4,12,1,1,0,7,3,2,3,0,0,1,0,5,4,4,21
"535",2015,48237,43,9,9,4,21,2,1,0,2,0,6,0,0,0,1,0,10,0,0,20
"536",2016,48237,39,4,7,2,12,1,3,0,4,2,0,2,0,0,1,0,7,2,2,19
"537",2017,48237,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"538",2009,48238,8320,1076,753,920,3392,569,598,825,610,209,390,347,130,110,94,69,2539,251,454,3677
"539",2010,48238,7562,971,691,858,3142,463,573,791,529,199,324,201,107,115,66,68,2361,245,300,3318
