"","YEAR","ZIP_CHAR","NUM_CRIMES","NUM_ASSAULT","NUM_LARCENY","NUM_BURGLARY","NUM_PROPERTY","NUM_AUTOTHEFT","NUM_AGG_ASSAULT","NUM_MURDER","NUM_TRAFFIC","NUM_FRAUD","NUM_ROBBERY","NUM_DRUGS","NUM_WEAPONS","NUM_ESCAPE","NUM_OBSTRUCT","NUM_CONDUCT","NUM_VIOLENT","NUM_YOUTH","NUM_WHITECOLLAR","NUM_SUBSTANCE","NUM_PROPERTY_RELATED"
"263",2013,48203,4133,483,414,256,262,262,270,166,407,134,171,230,46,45,91,16,941,1856,141,245,1403
"264",2014,48203,4002,476,356,184,298,230,254,0,361,170,159,203,44,35,79,13,752,1806,185,214,1265
"265",2015,48203,4123,456,386,148,306,202,293,0,382,153,123,239,44,25,71,19,764,1933,163,254,1215
"266",2016,48203,3629,487,324,161,254,174,289,0,255,115,116,121,44,12,51,13,783,1584,125,132,1076
"267",2017,48203,188,32,23,8,12,13,21,0,0,9,11,13,7,0,1,0,74,87,11,19,72
"268",2009,48204,6606,864,515,768,513,458,474,716,441,181,295,233,102,128,61,61,2092,2788,204,350,2638
"269",2010,48204,6437,837,539,807,566,431,466,639,366,170,332,212,96,123,69,39,1970,2683,190,295,2765
"270",2011,48204,5862,781,532,766,494,394,399,566,372,165,250,151,96,114,50,46,1773,2505,177,231,2512
"271",2012,48204,5630,743,558,539,451,458,382,528,285,253,220,167,89,98,43,23,1679,2306,272,214,2299
"272",2013,48204,5333,729,471,523,426,429,365,160,234,217,252,161,70,71,55,56,1281,2132,228,195,2166
"273",2014,48204,4690,698,387,376,347,348,383,0,240,248,177,154,73,62,65,16,1118,1892,262,174,1689
"274",2015,48204,4577,745,424,311,383,252,374,0,227,224,112,147,51,44,64,20,1143,2010,245,170,1537
"275",2016,48204,4003,710,389,248,330,256,339,0,159,172,94,136,62,38,57,25,1061,1808,182,154,1369
"276",2017,48204,192,26,27,24,27,27,21,0,0,6,9,4,5,0,1,0,49,87,6,4,120
"277",2009,48205,14205,1493,1154,1546,1027,1204,886,1000,1067,285,582,497,180,143,101,166,3442,5856,314,847,5730
"278",2010,48205,12702,1540,957,1518,988,1033,889,1076,834,266,452,326,206,153,111,120,3561,5115,294,575,5182
"279",2011,48205,11184,1373,864,1444,812,835,746,898,802,300,346,299,205,132,94,97,3076,4496,326,458,4509
"280",2012,48205,10719,1337,965,1274,883,967,745,907,580,416,371,309,160,87,86,120,3039,4361,427,406,4588
"281",2013,48205,9607,1256,873,1030,694,828,711,416,499,402,330,320,214,79,84,56,2425,3836,416,387,3884
"282",2014,48205,9299,1322,711,959,690,667,763,0,503,369,363,342,166,87,112,56,2128,3737,395,383,3522
"283",2015,48205,9201,1251,726,680,637,576,771,0,496,325,306,354,167,71,117,74,2066,3672,356,391,3095
"284",2016,48205,8663,1136,747,697,645,517,793,0,413,249,260,279,171,37,117,38,1968,3394,276,321,3051
"285",2017,48205,454,35,48,79,49,50,47,0,0,15,35,22,12,0,0,1,86,165,15,27,269
"286",2009,48206,4431,616,396,454,355,318,334,448,262,103,181,207,64,73,49,64,1417,1992,113,262,1775
"287",2010,48206,3788,543,362,410,345,262,278,377,200,132,150,120,46,48,36,54,1215,1672,142,150,1568
"288",2011,48206,3434,432,344,432,290,220,263,352,219,98,144,64,40,38,35,19,1055,1427,112,91,1477
"289",2012,48206,3608,515,366,295,339,315,254,355,139,191,108,75,33,37,28,33,1139,1500,201,89,1450
"290",2013,48206,3293,470,339,304,316,229,193,90,147,141,133,86,29,39,55,17,767,1404,147,99,1357
"291",2014,48206,2999,480,306,217,245,218,203,0,142,127,118,66,23,27,38,17,695,1296,132,74,1140
"292",2015,48206,2987,483,305,203,249,189,215,0,138,168,74,67,27,16,33,36,711,1312,181,77,1051
"293",2016,48206,2683,456,279,204,237,198,171,0,102,122,60,69,44,19,24,25,636,1197,130,75,1004
"294",2017,48206,131,22,20,6,23,20,18,0,0,4,3,0,2,0,0,0,43,67,4,2,74
"295",2009,48207,4823,468,988,382,441,529,213,465,174,126,159,75,35,32,35,55,1165,2318,138,169,2528
"296",2010,48207,4854,449,1146,322,473,524,203,443,218,108,147,78,37,32,31,42,1113,2480,121,115,2664
"297",2011,48207,4637,423,1148,256,432,437,210,406,218,116,150,65,22,47,33,35,1052,2382,129,102,2453
"298",2012,48207,4575,419,1096,204,438,439,158,363,180,186,143,90,21,31,31,24,950,2313,197,126,2347
"299",2013,48207,4086,370,1150,182,342,335,166,150,97,175,129,84,15,33,23,18,695,2088,178,95,2156
"300",2014,48207,3515,350,810,110,306,290,174,0,93,164,90,53,19,21,49,38,533,1686,171,67,1632
"301",2015,48207,3383,356,819,115,307,227,133,0,115,127,80,39,19,20,47,21,499,1697,139,52,1570
"302",2016,48207,3477,403,785,83,314,258,142,0,82,136,78,58,25,15,36,37,547,1726,144,72,1541
"303",2017,48207,219,20,67,18,41,24,12,0,0,12,11,2,2,0,0,2,36,134,12,3,161
"304",2009,48208,2911,337,398,205,279,265,205,333,137,47,129,98,22,43,23,23,885,1324,54,131,1296
"305",2010,48208,3055,349,403,265,286,302,180,360,107,47,149,73,20,43,18,28,898,1295,53,95,1449
"306",2011,48208,2786,341,372,205,225,244,205,312,132,56,124,40,21,69,29,12,873,1162,63,66,1199
"307",2012,48208,2905,339,398,193,225,255,167,381,151,78,113,55,16,65,21,26,902,1220,84,67,1202
"308",2013,48208,2825,310,369,203,199,204,144,178,173,109,134,41,9,89,33,18,643,1159,113,64,1129
"309",2014,48208,2551,311,297,133,202,166,160,0,172,85,92,46,10,63,41,17,480,1092,98,73,920
"310",2015,48208,2616,311,351,131,206,142,138,0,142,75,67,57,28,53,22,22,462,1135,86,82,927
"311",2016,48208,2481,321,307,102,208,144,123,0,140,62,60,58,19,12,30,22,451,1116,68,98,846
"312",2017,48208,77,12,9,7,8,7,7,0,0,1,7,5,1,0,0,1,20,45,1,15,38
"313",2009,48209,6498,706,651,930,569,661,405,673,179,90,255,161,39,112,80,48,1811,2423,100,218,3166
"314",2010,48209,6066,765,735,764,538,527,377,632,186,79,233,113,54,103,70,57,1786,2469,86,152,2929
"315",2011,48209,5442,671,664,582,514,490,380,594,204,83,205,60,39,93,53,34,1662,2235,90,108,2566
"316",2012,48209,4858,705,579,423,429,361,336,516,138,120,208,73,36,90,55,26,1573,2027,128,121,2078
"317",2013,48209,4735,648,625,419,342,320,329,146,138,133,151,69,29,77,65,19,1146,1892,139,85,1926
"318",2014,48209,4654,621,541,361,320,395,304,0,177,131,165,78,41,69,92,16,938,1817,145,98,1871
"319",2015,48209,4497,668,528,237,360,221,285,0,172,91,141,89,24,55,86,25,964,1959,104,111,1583
"320",2016,48209,4154,631,484,245,345,184,254,0,136,94,126,107,42,21,87,21,899,1819,109,124,1467
"321",2017,48209,216,36,39,26,27,22,19,0,0,8,11,4,2,0,0,1,58,115,10,6,129
"322",2009,48210,5390,618,497,846,402,495,376,453,183,80,227,177,61,81,57,32,1476,1999,95,236,2591
"323",2010,48210,5324,589,506,709,491,422,354,482,193,90,220,144,63,98,42,55,1452,2092,102,206,2498
"324",2011,48210,4850,545,534,470,396,416,391,452,210,88,206,131,65,114,56,19,1410,1940,98,188,2127
"325",2012,48210,4495,511,412,422,337,411,315,457,174,109,209,159,66,86,38,24,1315,1685,122,201,1861
"326",2013,48210,4308,526,467,352,278,350,288,151,167,116,153,143,58,86,68,15,985,1647,121,170,1651
"327",2014,48210,3889,494,380,282,286,357,262,0,191,83,128,116,32,65,71,9,776,1526,90,127,1503
"328",2015,48210,4034,540,430,213,303,238,279,0,152,106,108,133,39,45,57,18,833,1790,120,143,1373
"329",2016,48210,3551,549,321,210,210,175,228,0,110,94,116,100,36,28,63,15,796,1591,102,113,1084
"330",2017,48210,196,33,22,37,22,18,15,0,0,12,8,6,2,0,0,1,57,84,14,6,109
"331",2009,48211,2378,266,288,215,185,199,154,216,117,35,70,88,22,22,21,15,643,1006,44,117,986
"332",2010,48211,2102,252,221,168,186,143,137,237,130,37,76,38,12,31,35,18,635,874,45,57,818
"333",2011,48211,2033,214,283,134,144,152,123,222,137,40,61,55,17,34,15,14,572,878,46,67,812
"334",2012,48211,1910,224,218,119,164,153,110,172,109,90,60,50,11,28,17,6,513,796,95,65,739
"335",2013,48211,1729,203,223,116,129,131,110,82,107,59,45,59,22,20,12,5,399,754,60,70,662
"336",2014,48211,1655,201,174,102,109,98,116,0,191,79,39,33,14,14,22,8,324,730,83,38,535
"337",2015,48211,1536,187,162,78,99,76,95,0,165,54,45,33,10,10,19,13,289,676,59,38,477
"338",2016,48211,1644,187,215,97,115,71,109,0,122,26,22,69,13,9,32,14,301,771,32,81,539
"339",2017,48211,79,9,15,13,9,9,5,0,0,4,1,1,0,0,1,0,17,40,4,2,49
"340",2009,48212,3391,363,251,567,311,237,214,291,192,56,92,110,37,22,29,29,890,1340,60,169,1515
"341",2010,48212,2921,333,270,413,254,184,198,294,167,50,104,65,20,30,41,20,832,1164,55,92,1277
"342",2011,48212,2723,320,237,335,216,174,178,250,220,64,83,124,35,26,30,15,757,1187,71,155,1081
"343",2012,48212,2394,289,183,212,180,195,142,218,159,76,88,159,29,19,29,16,664,1020,79,182,878
"344",2013,48212,2346,300,210,172,178,199,151,101,148,83,90,96,23,26,24,9,561,954,88,99,869
"345",2014,48212,2307,259,203,185,155,122,139,0,265,62,62,72,23,43,55,16,408,994,69,77,746
"346",2015,48212,2298,246,169,208,172,92,147,0,372,88,53,53,18,19,21,11,401,1056,99,57,730
"347",2016,48212,2469,313,170,251,187,106,150,0,487,60,57,28,13,28,23,11,469,1233,68,39,795
"348",2017,48212,111,15,22,22,14,13,4,0,0,4,0,4,3,0,0,0,19,55,4,4,74
"349",2009,48213,9012,1058,739,812,653,743,592,767,744,206,339,329,86,82,92,123,2452,3882,233,495,3415
"350",2010,48213,7953,876,632,768,584,712,539,775,573,159,253,238,112,104,86,91,2223,3150,177,325,3088
"351",2011,48213,6522,801,505,616,499,466,458,684,516,198,224,211,81,76,60,56,1975,2695,208,271,2414
"352",2012,48213,6099,781,494,498,493,545,430,572,391,266,168,213,90,54,53,54,1817,2500,277,253,2274
"353",2013,48213,5635,632,568,451,382,580,378,271,329,258,171,162,94,47,63,36,1303,2174,272,187,2219
"354",2014,48213,5302,701,438,394,373,407,399,0,322,244,176,158,67,53,83,26,1133,2076,261,173,1860
"355",2015,48213,5076,637,446,329,359,298,400,0,303,180,136,216,61,39,94,28,1060,2077,189,232,1638
"356",2016,48213,4760,622,365,284,349,286,422,0,190,153,111,166,68,26,92,26,1069,1794,164,189,1472
"357",2017,48213,249,24,38,33,26,32,25,0,0,18,12,17,7,0,1,0,49,110,18,19,146
"358",2009,48214,4170,542,535,396,359,363,299,327,200,87,155,138,59,32,30,61,1198,1902,95,174,1853
"359",2010,48214,4120,536,550,387,350,344,278,384,177,79,139,90,42,36,37,46,1211,1803,91,120,1821
"360",2011,48214,3534,457,424,296,293,316,220,321,164,108,111,81,35,39,31,16,1007,1487,118,103,1486
"361",2012,48214,3370,425,429,310,295,300,215,310,121,118,117,91,36,21,26,26,963,1411,127,98,1467
"362",2013,48214,3285,427,460,293,246,347,190,128,116,141,112,52,42,30,23,20,761,1357,148,63,1481
"363",2014,48214,2851,352,323,166,205,293,201,0,123,151,84,70,21,21,41,17,559,1130,156,84,1095
"364",2015,48214,2914,407,400,171,233,221,194,0,101,137,77,61,14,17,45,22,608,1255,150,69,1130
"365",2016,48214,2905,392,418,165,238,239,209,0,93,85,69,57,38,12,34,21,605,1252,90,62,1162
"366",2017,48214,182,28,24,20,22,24,11,0,0,10,14,7,4,0,0,0,40,90,10,13,106
"367",2009,48215,2887,342,374,340,227,219,186,256,175,83,79,72,17,27,15,32,796,1288,89,127,1266
"368",2010,48215,2584,301,349,275,188,220,192,215,141,65,72,60,24,27,20,27,717,1128,72,101,1146
"369",2011,48215,2116,279,268,220,171,136,160,202,121,71,67,39,23,15,9,17,652,924,83,60,888
"370",2012,48215,2247,297,347,263,205,143,191,191,49,94,94,35,20,13,14,16,689,966,100,44,1077
"371",2013,48215,2141,243,470,172,173,169,127,65,66,88,73,32,31,12,24,7,446,1007,93,38,1076
"372",2014,48215,1908,259,259,139,149,123,155,0,101,102,73,27,25,12,32,5,425,815,110,34,759
"373",2015,48215,1967,275,312,136,145,100,141,0,101,77,66,65,24,14,30,19,420,931,84,67,786
"374",2016,48215,2058,283,268,143,140,127,134,0,95,71,45,35,15,7,50,16,422,854,77,39,749
"375",2017,48215,104,15,26,18,13,12,6,0,0,4,1,3,1,0,0,0,21,57,4,3,72
"376",2009,48216,1850,164,316,154,175,200,112,166,75,43,60,29,13,57,22,15,448,797,48,48,922
"377",2010,48216,1677,151,344,125,194,204,68,162,61,23,47,16,6,31,14,14,383,804,27,31,927
"378",2011,48216,1648,159,402,99,195,181,71,182,52,24,39,14,8,21,8,7,417,852,28,25,924
"379",2012,48216,1652,157,455,58,194,192,74,155,34,39,34,10,3,15,6,4,393,866,43,18,939
"380",2013,48216,1680,148,497,69,170,192,69,73,34,46,48,7,4,5,9,7,294,876,47,13,989
"381",2014,48216,1677,163,478,57,159,194,69,0,40,37,41,9,7,9,6,16,234,886,40,19,939
"382",2015,48216,1496,130,384,38,170,124,48,0,30,38,39,11,7,7,10,16,181,754,48,17,767
"383",2016,48216,1364,122,379,40,118,89,39,0,25,37,25,9,3,4,14,7,164,681,42,20,663
"384",2017,48216,61,4,17,9,10,9,3,0,0,2,0,4,0,0,0,1,7,36,2,4,45
"385",2009,48217,1364,154,99,138,122,100,92,133,45,26,56,85,18,33,16,7,387,531,32,92,531
"386",2010,48217,1276,181,123,89,126,70,85,127,38,26,53,67,17,17,11,7,400,557,27,73,481
"387",2011,48217,1242,144,106,139,101,80,82,129,44,27,52,63,20,26,14,8,361,482,34,68,498
"388",2012,48217,1315,160,114,142,117,100,87,136,36,37,56,25,9,23,7,5,384,484,40,30,552
"389",2013,48217,1027,115,90,83,105,84,72,36,40,47,31,9,7,10,15,3,230,368,49,10,404
"390",2014,48217,966,131,82,44,80,60,72,0,37,42,25,24,10,14,22,4,207,370,44,26,304
"391",2015,48217,871,134,71,38,78,48,52,0,18,33,13,21,2,7,15,6,189,338,34,23,262
"392",2016,48217,859,138,69,36,83,45,53,0,35,24,15,16,10,3,21,2,195,363,26,19,265
"393",2017,48217,48,9,5,10,9,6,1,0,0,3,0,1,0,0,0,0,10,25,3,1,33
"394",2009,48218,17,2,2,0,2,1,0,4,0,0,1,1,0,0,1,0,6,8,0,2,6
"395",2010,48218,38,3,2,4,7,0,1,7,1,3,1,3,0,0,0,0,11,16,3,3,15
"396",2011,48218,18,2,1,5,2,0,0,0,0,2,1,0,0,1,0,0,2,5,2,0,9
"397",2012,48218,22,2,1,1,2,3,1,1,1,0,0,5,1,2,0,0,4,11,0,5,7
"398",2013,48218,17,3,0,2,0,3,0,1,0,0,1,0,0,1,0,0,4,3,0,0,6
"399",2014,48218,25,4,0,2,4,3,3,0,1,0,1,0,0,0,0,0,7,9,0,0,10
"400",2015,48218,14,1,2,0,0,0,0,0,2,0,1,0,0,0,1,0,1,6,0,1,3
"401",2016,48218,13,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2
"402",2017,48218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"403",2009,48219,10007,1221,1045,1552,903,905,605,827,472,235,331,268,127,129,79,163,2682,4218,261,351,4864
"404",2010,48219,9227,1178,1035,1318,831,750,580,854,401,232,285,249,152,108,78,92,2650,3957,247,354,4330
"405",2011,48219,8399,1070,785,1274,722,809,586,811,315,239,290,218,116,76,54,64,2497,3308,253,282,3974
"406",2012,48219,9114,1108,970,1201,780,823,579,788,313,458,287,219,102,55,56,74,2512,3593,475,295,4146
"407",2013,48219,8723,1130,1014,945,734,807,546,201,238,385,352,192,135,41,80,71,1920,3463,398,232,3929
"408",2014,48219,8628,1214,859,743,668,769,593,1,447,469,231,231,115,51,79,52,1846,3567,489,263,3348
"409",2015,48219,8563,1197,917,709,650,561,580,0,399,464,186,238,103,29,85,49,1809,3598,479,296,3103
"410",2016,48219,8197,1273,793,623,670,675,508,0,391,337,148,155,173,31,77,66,1814,3512,351,187,2999
"411",2017,48219,417,64,59,61,51,52,41,0,0,22,10,16,20,0,4,0,107,193,24,18,236
"412",2009,48220,54,3,5,5,4,6,1,12,1,0,7,2,0,0,0,1,16,16,0,2,27
"413",2010,48220,84,5,10,9,5,5,7,13,7,1,9,3,2,0,0,2,25,33,1,3,39
"414",2011,48220,84,7,12,5,2,6,4,12,7,3,6,1,1,3,1,3,23,33,4,1,34
"415",2012,48220,60,7,13,4,3,6,4,5,2,2,2,0,0,2,1,0,16,28,2,3,28
"416",2013,48220,93,3,23,2,5,0,5,4,6,6,6,2,1,1,1,0,12,41,8,3,36
"417",2014,48220,172,11,40,1,9,1,3,0,8,30,4,4,3,1,3,2,15,75,33,5,56
"418",2015,48220,195,14,61,2,7,5,3,0,5,33,3,1,0,0,2,1,17,93,35,3,78
"419",2016,48220,281,14,105,6,8,5,3,0,7,29,4,2,2,0,0,2,17,143,34,4,129
"420",2017,48220,17,0,7,0,1,0,1,0,0,5,0,1,0,0,0,0,1,9,6,1,8
"421",2009,48221,7382,783,1033,1010,628,634,349,777,434,302,311,167,71,57,56,63,1931,3196,328,206,3677
"422",2010,48221,6852,809,954,896,587,504,366,757,384,311,267,133,44,57,56,50,1944,2998,336,178,3267
"423",2011,48221,6716,783,776,846,670,510,386,726,345,335,277,105,55,71,43,47,1915,2796,364,130,3148
"424",2012,48221,7103,876,787,836,673,605,409,671,279,441,295,109,56,49,62,46,1975,2825,458,137,3237
"425",2013,48221,6959,847,943,703,612,681,382,126,231,478,265,82,49,53,59,43,1383,2802,482,95,3241
"426",2014,48221,6183,805,785,492,493,637,399,0,207,450,178,102,52,45,59,27,1229,2482,462,130,2616
"427",2015,48221,6388,880,853,439,589,504,434,0,195,443,152,68,50,19,50,40,1334,2703,456,101,2588
"428",2016,48221,5813,774,652,386,494,618,388,0,206,322,134,55,51,17,52,34,1176,2275,342,81,2353
"429",2017,48221,277,38,36,51,26,48,31,0,0,22,7,2,3,0,0,2,71,107,22,4,170
"430",2009,48223,5326,615,498,802,461,435,328,473,345,132,215,147,57,66,47,57,1447,2219,145,207,2510
"431",2010,48223,4937,562,513,612,414,437,296,494,296,131,191,153,81,86,40,37,1372,2070,148,215,2236
"432",2011,48223,4521,540,474,638,385,426,310,438,215,119,157,118,51,42,27,27,1298,1833,132,161,2143
"433",2012,48223,4506,542,487,513,366,411,256,462,168,218,157,103,49,23,35,28,1281,1749,225,129,1986
"434",2013,48223,4512,582,501,496,398,427,254,93,152,224,195,75,60,20,31,23,961,1773,231,92,2068
"435",2014,48223,4287,550,486,416,352,355,274,2,198,208,135,100,56,29,33,26,848,1760,218,117,1775
"436",2015,48223,3989,529,434,323,300,254,223,0,187,221,105,78,43,22,42,26,773,1699,226,99,1461
"437",2016,48223,3990,585,357,289,352,309,241,0,192,176,97,74,63,17,36,25,838,1710,185,87,1449
"438",2017,48223,233,30,34,39,26,43,18,0,0,9,7,7,5,0,1,1,51,99,9,7,152
"439",2009,48224,9544,1055,981,1371,767,1091,588,720,454,234,364,150,82,64,53,99,2400,3708,257,290,4717
"440",2010,48224,9134,1141,857,1257,745,1008,623,721,403,236,254,148,95,68,63,90,2518,3556,250,244,4244
"441",2011,48224,8313,1084,769,1241,723,740,553,703,418,251,236,155,105,62,67,48,2360,3325,266,226,3859
"442",2012,48224,8776,1110,775,1211,855,956,605,712,296,385,244,155,139,33,56,71,2463,3364,396,206,4150
"443",2013,48224,8442,1032,790,1124,651,976,569,322,293,356,237,158,169,43,61,68,1961,3073,369,183,3860
"444",2014,48224,7774,1089,651,938,674,698,653,0,300,394,242,195,123,59,87,57,1771,3045,409,214,3285
"445",2015,48224,7310,1113,657,735,583,532,615,0,256,296,194,170,107,44,74,72,1767,3079,320,185,2803
"446",2016,48224,7435,1032,640,850,659,531,656,0,218,230,161,134,129,25,76,54,1711,2926,256,164,2953
"447",2017,48224,399,41,57,60,48,50,59,0,0,13,13,14,13,0,1,0,102,169,14,21,236
"448",2009,48225,455,54,30,40,37,46,24,44,30,13,23,6,4,2,1,15,125,187,13,18,179
"449",2010,48225,424,57,33,40,27,25,26,37,21,10,19,6,3,4,4,17,121,179,11,18,146
"450",2011,48225,402,44,26,35,27,33,21,42,37,13,21,8,4,5,3,3,110,161,14,19,150
"451",2012,48225,336,36,24,39,24,36,15,34,15,13,21,11,3,3,3,0,86,117,13,15,146
"452",2013,48225,304,33,25,16,20,32,22,13,24,16,8,6,5,2,2,5,71,116,18,8,104
"453",2014,48225,291,33,23,29,23,23,26,0,22,10,12,4,0,4,1,2,59,116,11,10,112
"454",2015,48225,302,28,29,27,21,17,22,0,22,10,10,10,4,7,3,2,50,121,11,13,106
"455",2016,48225,295,36,13,25,21,22,22,0,24,8,10,4,4,0,4,1,58,114,8,5,94
"456",2017,48225,15,4,1,1,2,2,3,0,0,0,2,0,0,0,0,0,7,7,0,0,8
"457",2009,48226,4889,420,1344,130,360,400,146,571,357,94,125,65,24,142,42,117,1141,2780,111,146,2377
"458",2010,48226,4290,363,1136,116,400,554,143,481,166,102,117,69,23,64,33,75,997,2293,123,117,2339
"459",2011,48226,4373,367,1286,105,374,524,128,538,181,92,108,22,28,40,44,44,1042,2353,100,62,2413
"460",2012,48226,4098,367,1177,66,397,384,140,527,221,119,110,25,16,44,23,28,1040,2259,128,51,2137
"461",2013,48226,3554,348,999,48,244,261,100,208,230,171,143,37,9,27,34,30,660,1921,181,50,1706
"462",2014,48226,3359,315,914,47,226,246,100,0,291,105,94,36,19,32,37,40,419,1865,114,53,1538
"463",2015,48226,3380,355,894,31,252,162,99,0,250,107,76,41,11,35,41,38,458,1892,126,75,1429
"464",2016,48226,3400,401,868,38,199,185,85,0,184,114,65,44,22,16,23,48,490,1813,129,73,1371
"465",2017,48226,175,21,74,1,14,8,6,0,0,10,11,3,1,0,0,0,29,132,10,21,108
"466",2009,48227,10054,1257,957,1298,820,776,769,981,593,238,424,251,144,181,78,104,3041,4169,268,375,4384
"467",2010,48227,9551,1226,915,1105,798,689,716,1007,590,240,392,228,152,170,89,94,3001,4081,263,383,4047
"468",2011,48227,8956,1039,772,1196,759,681,611,966,509,256,392,214,163,196,71,57,2657,3508,278,298,3915
"469",2012,48227,8901,1105,798,992,727,663,556,1027,393,374,408,179,141,138,71,53,2736,3386,401,264,3655
"470",2013,48227,8491,1041,853,781,588,684,557,270,398,400,353,151,170,87,92,55,1914,3222,417,240,3339
"471",2014,48227,7444,1108,674,624,545,538,618,0,313,374,270,201,124,95,79,35,1766,2986,386,264,2721
"472",2015,48227,8215,1161,830,594,638,475,682,0,564,359,228,241,114,67,76,51,1887,3626,382,302,2847
"473",2016,48227,7530,1099,740,491,658,506,580,0,375,296,163,239,145,63,96,70,1705,3346,304,279,2649
"474",2017,48227,426,63,70,37,69,56,46,0,0,24,14,13,9,0,3,1,110,227,25,21,253
"475",2009,48228,12658,1625,939,1932,1047,991,876,1231,991,287,436,307,117,247,90,132,3787,5253,331,412,5506
"476",2010,48228,11710,1602,1005,1646,1041,795,739,1199,798,241,364,311,116,224,83,132,3573,5103,276,431,5043
"477",2011,48228,10895,1353,894,1691,969,832,678,1218,674,296,309,206,126,171,89,96,3282,4356,318,288,4832
"478",2012,48228,11651,1563,1053,1513,957,838,744,1170,737,479,392,272,143,124,77,92,3517,4801,506,338,4844
"479",2013,48228,10963,1609,1115,1127,823,807,727,295,660,479,382,179,128,138,91,45,2663,4546,497,224,4333
"480",2014,48228,10453,1733,883,1015,813,679,697,0,586,465,290,220,132,128,126,55,2479,4397,485,262,3787
"481",2015,48228,10672,1792,939,847,771,513,700,0,804,423,285,366,113,64,103,63,2536,4910,451,408,3499
"482",2016,48228,10116,1693,843,764,776,546,717,0,762,379,208,263,137,79,144,90,2436,4610,395,300,3278
"483",2017,48228,530,94,53,61,78,47,73,0,0,26,13,26,15,0,2,2,172,259,30,28,262
"484",2009,48229,137,10,15,9,10,18,6,10,9,8,10,3,3,1,0,0,26,52,8,6,65
"485",2010,48229,152,9,29,5,10,9,8,16,4,4,12,6,2,3,3,0,34,63,4,9,70
"486",2011,48229,91,9,14,4,6,8,4,14,4,0,6,6,0,1,0,0,27,40,1,6,39
"487",2012,48229,107,6,16,5,5,8,5,11,6,2,13,7,0,2,1,1,24,48,2,9,49
"488",2013,48229,56,4,14,3,2,7,3,2,1,1,4,0,1,1,0,0,9,21,2,0,30
"489",2014,48229,57,8,2,3,6,2,6,0,2,3,0,1,0,0,0,0,14,19,3,1,13
"490",2015,48229,74,4,5,5,4,3,2,0,9,2,1,1,1,1,3,0,7,27,2,1,21
"491",2016,48229,70,2,15,5,5,3,4,0,5,4,3,3,0,0,1,1,6,32,4,3,32
"492",2017,48229,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"493",2009,48230,154,19,22,11,15,8,17,10,4,5,10,5,2,2,1,1,46,69,5,8,67
"494",2010,48230,169,24,14,20,17,11,19,12,5,3,4,3,1,0,0,0,55,69,4,9,69
"495",2011,48230,156,29,16,13,18,12,10,15,6,9,3,4,1,2,0,0,54,76,10,5,63
"496",2012,48230,140,27,12,9,13,13,11,21,1,5,6,2,0,0,1,3,61,62,5,5,55
"497",2013,48230,166,21,21,7,14,16,12,6,6,10,8,3,3,1,3,1,40,68,10,4,70
"498",2014,48230,172,22,28,12,22,12,16,0,6,4,6,1,2,0,0,2,38,86,5,4,82
"499",2015,48230,188,16,37,12,24,5,22,0,7,6,6,3,1,1,2,1,41,90,6,3,88
"500",2016,48230,218,23,25,18,17,14,12,0,15,5,7,3,2,3,5,4,35,89,6,5,83
"501",2017,48230,5,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,2
"502",2009,48234,9722,1045,979,1001,936,754,532,929,832,189,311,166,107,82,76,102,2543,4285,233,328,4104
"503",2010,48234,9551,1112,920,1043,864,645,561,968,801,207,289,180,109,90,109,103,2660,4194,248,301,3886
"504",2011,48234,9058,995,741,954,697,639,505,886,933,243,275,245,114,107,82,58,2414,3883,269,361,3412
"505",2012,48234,8542,1009,704,835,680,666,523,796,682,329,274,243,102,98,84,78,2360,3521,351,314,3231
"506",2013,48234,7546,932,765,644,624,652,439,304,472,366,203,194,90,47,92,51,1710,3107,382,212,2960
"507",2014,48234,7017,893,649,574,578,431,476,0,536,338,200,145,107,40,60,33,1391,2895,354,161,2489
"508",2015,48234,6805,910,677,531,589,362,499,0,482,293,157,150,74,34,68,65,1433,2944,311,172,2403
"509",2016,48234,6600,965,626,520,560,394,520,0,426,245,161,109,102,17,71,31,1499,2791,264,128,2345
"510",2017,48234,363,52,62,61,38,38,35,0,0,14,18,16,8,0,0,0,92,172,15,18,220
"511",2009,48235,10386,1111,1330,1477,881,938,595,988,500,305,405,261,134,89,86,89,2723,4318,349,347,5135
"512",2010,48235,10447,1261,1241,1308,932,892,675,1041,412,352,407,285,155,98,87,83,3012,4366,382,371,4893
"513",2011,48235,10088,1204,1134,1418,911,885,616,999,386,355,452,207,124,97,66,59,2861,4023,376,264,4900
"514",2012,48235,10664,1287,1131,1305,939,1022,634,981,329,548,511,198,130,72,80,66,2942,4080,566,273,4979
"515",2013,48235,10295,1260,1243,1119,830,1020,626,248,277,522,460,168,136,56,93,36,2160,3895,539,202,4731
"516",2014,48235,9684,1318,1068,910,769,890,676,0,352,592,295,182,120,71,80,42,2016,3840,607,232,4000
"517",2015,48235,10451,1363,1251,979,956,766,717,0,407,514,270,190,126,49,87,52,2126,4328,541,235,4310
